고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋
K414330,남,20,02/06/96,53.1,13,선불,Play 100,이탈,BS110
K414340,여,21,08/10/99,12.333333,13,선불,Play 100,이탈,SOP10
K414350,여,38,12/10/96,48.7,13,선불,Play 100,이탈,S50
K414360,여,21,03/11/99,11.466667,13,선불,Play 100,이탈,SOP20
K414370,남,35,09/08/98,26.5,13,선불,Play 100,이탈,SOP20
K414380,여,40,07/09/96,49.866667,12,선불,Play 100,이탈,SOP10
K414390,남,29,09/05/96,53.9,13,선불,Play 100,이탈,S50
K414400,남,30,28/01/98,32.933333,15,선불,Play 100,이탈,SOP10
K414410,남,24,13/01/98,33.433333,14,선불,Play 100,이탈,S50
K414420,남,38,31/12/96,46.033333,15,선불,Play 100,이탈,BS110
K414430,여,36,10/11/97,35.566667,12,선불,Play 100,이탈,BS110
K414440,여,13,15/08/96,50.633333,14,선불,Play 100,이탈,S50
K414450,남,32,02/06/97,40.933333,12,선불,Play 100,이탈,SOP10
K414460,남,34,14/07/96,51.7,12,선불,Play 100,이탈,BS110
K414470,여,43,03/05/96,54.1,12,선불,Play 100,이탈,SOP10
K414480,여,49,03/10/97,36.833333,13,선불,Play 100,이탈,SOP10
K414490,남,23,28/07/99,14.733333,13,선불,Play 100,이탈,S50
K414500,여,20,21/02/96,56.5,13,선불,Play 100,이탈,SOP10
K414510,남,30,15/10/99,12.1,14,선불,Play 100,이탈,SOP10
K414520,남,17,08/08/96,50.866667,13,선불,Play 100,이탈,S50
K414530,남,31,31/08/99,13.6,15,선불,Play 100,이탈,SOP20
K414540,여,35,02/07/98,27.766667,12,선불,Play 100,이탈,S50
K414550,여,39,17/04/96,54.633333,15,선불,Play 100,이탈,SOP10
K414560,여,12,16/07/99,15.133333,12,선불,Play 100,이탈,SOP10
K414570,남,30,09/10/96,48.8,15,선불,Play 100,이탈,SOP10
K414580,여,13,07/08/97,38.733333,12,선불,Play 100,이탈,S50
K414590,여,20,19/07/97,39.366667,13,선불,Play 100,이탈,S50
K414600,남,53,27/10/98,23.866667,13,선불,Play 100,이탈,SOP20
K414610,남,48,11/04/97,42.666667,15,선불,Play 100,이탈,SOP20
K414620,여,21,26/06/96,52.3,12,선불,Play 100,이탈,S50
K414630,여,33,16/06/96,52.633333,15,선불,Play 100,이탈,BS110
K414640,여,20,03/09/96,50,12,선불,Play 100,이탈,BS110
K414650,남,28,01/07/96,52.133333,12,선불,Play 100,이탈,SOP20
K414660,여,44,15/03/98,31.4,12,선불,Play 100,이탈,SOP10
K414670,여,16,02/03/97,44,12,선불,Play 100,이탈,BS110
K414680,남,39,12/06/96,52.766667,12,선불,Play 100,이탈,BS110
K414690,여,30,28/08/99,13.7,13,선불,Play 100,이탈,BS110
K414700,여,13,16/10/98,24.233333,12,선불,Play 100,이탈,S50
K414710,남,65,15/02/99,20.166667,14,선불,Play 100,이탈,BS110
K414720,여,35,11/03/98,31.533333,14,선불,Play 100,이탈,SOP20
K414730,여,13,14/10/96,48.633333,12,선불,Play 100,이탈,BS110
K414740,여,18,11/01/96,57.866667,15,선불,Play 100,유지,SOP20
K414750,여,28,19/06/99,16.033333,14,선불,Play 100,이탈,SOP20
K414760,여,16,27/05/96,53.3,14,선불,Play 100,이탈,BS110
K414770,여,31,18/07/99,15.066667,13,선불,Play 100,이탈,SOP20
K414780,여,40,16/05/96,53.666667,12,선불,Play 100,이탈,SOP10
K414790,남,73,16/01/99,21.166667,14,선불,Play 100,유지,S50
K414800,여,16,11/01/97,45.666667,14,선불,Play 100,이탈,SOP10
K414810,여,48,12/03/98,31.5,13,선불,Play 100,이탈,SOP10
K414820,남,56,05/01/96,58.066667,15,선불,Play 100,이탈,SOP10
K414830,남,38,24/07/97,39.2,13,선불,Play 100,이탈,SOP10
K414840,여,24,23/11/98,22.966667,14,선불,Play 100,이탈,SOP20
K414850,남,25,17/12/99,10,15,선불,Play 100,이탈,BS110
K414860,남,25,26/05/99,16.833333,15,선불,Play 100,이탈,SOP10
K414870,남,22,20/01/98,33.2,13,선불,Play 100,이탈,BS110
K414880,남,52,24/02/98,32.033333,13,선불,Play 100,이탈,SOP20
K414890,여,13,24/02/98,32.033333,13,선불,Play 100,이탈,BS110
K414900,여,29,13/10/98,24.333333,15,선불,Play 100,이탈,SOP10
K414910,남,55,05/01/98,33.7,14,선불,Play 100,이탈,SOP20
K414920,남,37,21/01/96,57.533333,15,선불,Play 100,이탈,SOP20
K414930,여,24,17/08/97,38.4,12,선불,Play 100,이탈,S50
K414940,여,25,16/09/98,25.233333,15,선불,Play 100,이탈,SOP10
K414950,여,22,04/06/98,28.7,13,선불,Play 100,이탈,SOP10
K414960,남,36,10/06/96,52.833333,13,선불,Play 100,이탈,S50
K414970,남,15,21/10/99,11.9,12,선불,Play 100,이탈,SOP20
K414980,여,68,18/10/99,12,13,선불,Play 100,이탈,SOP10
K414990,여,15,26/07/98,26.966667,14,선불,Play 100,이탈,BS110
K415000,남,43,14/12/97,34.433333,13,선불,Play 100,이탈,SOP20
K415010,여,26,12/11/99,11.166667,12,선불,Play 100,이탈,SOP20
K415020,남,36,28/08/99,13.7,15,선불,Play 100,유지,S50
K415030,여,21,08/10/96,48.833333,14,선불,Play 100,이탈,BS110
K415040,여,23,10/07/98,27.5,15,선불,Play 100,이탈,S50
K415050,여,22,24/02/96,56.4,15,선불,Play 100,이탈,SOP20
K415060,남,24,21/09/97,37.233333,15,선불,Play 100,이탈,SOP20
K415070,남,43,05/05/97,41.866667,14,선불,Play 100,이탈,SOP20
K415080,남,25,20/06/96,52.5,12,선불,Play 100,이탈,SOP20
K415090,여,39,01/12/96,47.033333,13,선불,Play 100,이탈,SOP10
K415100,여,16,21/10/96,48.4,13,선불,Play 100,이탈,SOP20
K415110,여,20,25/02/98,32,14,선불,Play 100,유지,SOP20
K415120,여,43,07/03/99,19.5,15,선불,Play 100,이탈,SOP20
K415130,남,29,28/02/98,31.9,12,선불,Play 100,이탈,BS110
K415140,남,32,31/08/99,13.6,12,선불,Play 100,이탈,BS110
K415150,남,24,05/05/97,41.866667,13,선불,Play 100,이탈,BS110
K415160,여,23,23/04/99,17.933333,14,선불,Play 100,이탈,SOP10
K415170,여,52,08/04/99,18.433333,12,선불,Play 100,이탈,S50
K415180,여,29,16/12/98,22.2,15,선불,Play 100,이탈,SOP20
K415190,여,47,03/09/96,50,14,선불,Play 100,이탈,S50
K415200,남,23,19/10/97,36.3,14,선불,Play 100,이탈,SOP10
K415210,남,37,10/05/96,53.866667,14,선불,Play 100,이탈,BS110
K415220,남,22,07/09/96,49.866667,14,선불,Play 100,이탈,BS110
K415230,남,35,06/01/96,58.033333,14,선불,Play 100,이탈,S50
K415240,여,16,06/09/99,13.4,14,선불,Play 100,이탈,BS110
K415250,남,15,02/11/98,23.666667,13,선불,Play 100,이탈,S50
K415260,여,22,12/02/99,20.266667,15,선불,Play 100,이탈,S50
K415270,남,24,04/05/99,17.566667,13,선불,Play 100,이탈,BS110
K415280,여,15,19/04/96,54.566667,12,선불,Play 100,이탈,S50
K415290,남,26,19/02/98,32.2,15,선불,Play 100,이탈,SOP20
K415300,남,15,20/07/99,15,13,선불,Play 100,이탈,SOP10
K415310,여,50,15/08/96,50.633333,12,선불,Play 100,이탈,SOP20
K415320,남,25,16/05/97,41.5,12,선불,Play 100,이탈,BS110
K415330,남,15,23/06/97,40.233333,12,선불,Play 100,이탈,S50
K415340,여,16,04/05/99,17.566667,12,선불,Play 100,이탈,SOP20
K415350,여,39,05/05/99,17.533333,12,선불,Play 100,이탈,S50
K415360,남,28,24/05/96,53.4,15,선불,Play 100,이탈,SOP10
K415370,남,31,25/11/99,10.733333,12,선불,Play 100,이탈,SOP20
K415380,여,25,19/08/99,14,15,선불,Play 100,이탈,SOP10
K415390,여,35,10/02/99,20.333333,13,선불,Play 100,이탈,SOP20
K415400,남,25,10/08/96,50.8,12,선불,Play 100,이탈,SOP20
K415410,여,43,17/06/96,52.6,12,선불,Play 100,이탈,SOP20
K415420,남,26,16/04/96,54.666667,13,선불,Play 100,이탈,SOP10
K415430,여,44,12/11/97,35.5,12,선불,Play 100,이탈,SOP10
K415440,남,20,28/08/99,13.7,12,선불,Play 100,이탈,S50
K415450,남,35,24/03/99,18.933333,14,선불,Play 100,이탈,SOP20
K415460,남,52,06/12/99,10.366667,13,선불,Play 300,이탈,BS110
K415470,남,14,13/12/97,34.466667,12,선불,Play 300,이탈,S50
K415480,남,38,15/01/96,57.733333,13,선불,Play 300,이탈,SOP20
K415490,여,33,02/02/97,44.933333,12,선불,Play 300,이탈,S50
K415500,남,38,20/09/97,37.266667,12,선불,Play 300,이탈,SOP20
K415510,남,14,03/01/96,58.133333,13,선불,Play 300,이탈,BS110
K415520,여,22,26/01/96,57.366667,14,선불,Play 300,이탈,S50
K415530,남,29,02/06/96,53.1,12,선불,Play 300,이탈,S50
K415540,여,31,19/08/97,38.333333,14,선불,Play 300,이탈,BS110
K415550,남,35,21/06/96,52.466667,12,선불,Play 300,유지,BS110
K415560,여,24,27/10/96,48.2,14,선불,Play 300,유지,SOP10
K415570,여,20,19/07/98,27.2,12,선불,Play 300,이탈,SOP10
K415580,여,16,18/05/97,41.433333,12,선불,Play 300,유지,S50
K415590,여,19,04/07/99,15.533333,12,선불,Play 300,이탈,BS110
K415600,여,20,10/06/99,16.333333,12,선불,Play 300,이탈,S50
K415610,여,17,21/02/97,44.3,13,선불,Play 300,이탈,BS110
K415620,남,30,19/03/97,43.433333,12,선불,Play 300,이탈,BS110
K415630,남,23,16/11/99,11.033333,13,선불,Play 300,이탈,SOP20
K415640,여,34,05/01/96,58.066667,12,선불,Play 300,이탈,SOP20
K415650,남,24,12/05/97,41.633333,12,선불,Play 300,이탈,SOP10
K415660,남,20,01/03/99,19.7,15,선불,Play 300,이탈,SOP20
K415670,남,24,28/01/97,45.1,13,선불,Play 300,이탈,SOP10
K415680,여,16,08/12/96,46.8,13,선불,Play 300,이탈,SOP20
K415690,남,40,18/09/96,49.5,14,선불,Play 300,이탈,SOP20
K415700,남,12,16/03/96,55.7,13,선불,Play 300,이탈,BS110
K415710,여,35,21/05/96,53.5,12,선불,Play 300,이탈,SOP20
K415720,여,15,15/01/97,45.533333,12,선불,Play 300,이탈,BS110
K415730,여,25,25/08/97,38.133333,12,선불,Play 300,이탈,BS110
K415740,여,13,17/12/98,22.166667,14,선불,Play 300,이탈,SOP20
K415750,여,49,20/03/96,55.566667,15,선불,Play 300,이탈,SOP20
K415760,여,28,14/07/99,15.2,12,선불,Play 300,이탈,SOP20
K415770,남,26,27/04/99,17.8,12,선불,Play 300,이탈,SOP20
K415780,여,25,31/10/96,48.066667,14,선불,Play 300,이탈,SOP20
K415790,여,30,12/05/96,53.8,12,선불,Play 300,이탈,S50
K415800,여,38,14/08/97,38.5,15,선불,Play 300,이탈,SOP20
K415810,남,40,28/10/96,48.166667,12,선불,Play 300,이탈,S50
K415820,여,34,14/04/97,42.566667,15,선불,Play 300,이탈,BS110
K415830,여,42,17/07/97,39.433333,14,선불,Play 300,이탈,SOP20
K415840,남,15,26/06/98,27.966667,12,선불,Play 300,이탈,SOP10
K415850,남,19,28/01/97,45.1,15,선불,Play 300,이탈,SOP10
K415860,남,21,06/05/97,41.833333,12,선불,Play 300,이탈,S50
K415870,여,17,07/01/99,21.466667,14,선불,Play 300,이탈,BS110
K415880,여,25,17/06/97,40.433333,14,선불,Play 300,이탈,S50
K415890,남,20,04/07/96,52.033333,12,선불,Play 300,이탈,BS110
K415900,남,12,06/03/97,43.866667,14,선불,Play 300,이탈,BS110
K415910,여,30,06/08/98,26.6,15,선불,Play 300,이탈,BS110
K415920,남,16,01/11/99,11.533333,14,선불,Play 300,이탈,SOP20
K415930,남,15,25/03/98,31.066667,15,선불,Play 300,이탈,S50
K415940,남,24,03/07/99,15.566667,13,선불,Play 300,이탈,SOP20
K415950,여,23,03/08/96,51.033333,14,선불,Play 300,이탈,S50
K415960,남,24,24/05/97,41.233333,12,선불,Play 300,이탈,SOP20
K415970,남,30,12/11/98,23.333333,14,선불,Play 300,이탈,SOP10
K415980,남,21,05/06/96,53,14,선불,Play 300,이탈,SOP20
K415990,여,35,15/08/98,26.3,12,선불,Play 300,이탈,BS110
K416000,남,12,12/06/96,52.766667,15,선불,Play 300,이탈,S50
K416010,여,22,28/07/97,39.066667,12,선불,Play 300,이탈,S50
K416020,남,31,17/06/98,28.266667,13,선불,Play 300,이탈,S50
K416030,여,33,10/06/96,52.833333,15,선불,Play 300,이탈,BS110
K416040,남,35,24/06/99,15.866667,14,선불,Play 300,이탈,SOP10
K416050,남,52,20/01/99,21.033333,13,선불,Play 300,이탈,S50
K416060,남,13,13/09/97,37.5,12,선불,Play 300,이탈,BS110
K416070,여,15,02/07/98,27.766667,13,선불,Play 300,이탈,SOP20
K416080,여,22,28/12/96,46.133333,15,선불,Play 300,이탈,S50
K416090,여,51,21/01/98,33.166667,12,선불,Play 300,이탈,BS110
K416100,남,26,02/03/97,44,13,선불,Play 300,이탈,SOP20
K416110,여,46,02/08/98,26.733333,13,선불,Play 300,이탈,SOP10
K416120,여,36,10/02/99,20.333333,12,선불,Play 300,유지,SOP20
K416130,남,23,03/04/99,18.6,13,선불,Play 300,이탈,BS110
K416140,여,31,01/05/99,17.666667,12,선불,Play 300,이탈,SOP10
K416150,남,13,03/10/97,36.833333,14,선불,Play 300,이탈,S50
K416160,남,41,14/04/99,18.233333,14,선불,Play 300,유지,BS110
K416170,남,47,10/02/99,20.333333,12,선불,Play 300,이탈,S50
K416180,여,34,21/04/98,30.166667,13,선불,Play 300,이탈,BS110
K416190,남,21,28/06/99,15.733333,14,선불,Play 300,이탈,SOP20
K416200,여,19,28/01/99,20.766667,15,선불,Play 300,이탈,SOP10
K416210,남,27,27/12/98,21.833333,12,선불,Play 300,이탈,BS110
K416220,여,13,16/02/96,56.666667,14,선불,Play 300,이탈,SOP20
K416230,남,12,02/11/99,11.5,12,선불,Play 300,이탈,SOP10
K416240,여,34,23/06/97,40.233333,15,선불,Play 300,유지,BS110
K416250,여,19,12/03/96,55.833333,13,선불,Play 300,이탈,S50
K416260,여,60,09/03/99,19.433333,13,선불,Play 300,유지,BS110
K416270,남,28,26/10/98,23.9,14,선불,Play 300,이탈,SOP20
K416280,여,29,21/10/97,36.233333,13,선불,Play 300,이탈,S50
K416290,남,51,23/12/96,46.3,14,선불,Play 300,이탈,BS110
K416300,여,28,13/08/96,50.7,14,선불,Play 300,이탈,SOP10
K416310,여,39,14/12/97,34.433333,12,선불,Play 300,이탈,SOP10
K416320,남,20,25/12/99,9.733333,14,선불,Play 300,이탈,S50
K416330,여,29,24/08/97,38.166667,15,선불,Play 300,이탈,S50
K416340,남,28,23/09/99,12.833333,13,선불,Play 300,이탈,S50
K416350,여,26,12/04/97,42.633333,14,선불,Play 300,이탈,BS110
K416360,남,26,16/04/99,18.166667,13,선불,Play 300,이탈,SOP10
K416370,여,56,14/09/98,25.3,12,선불,Play 300,이탈,S50
K416380,여,18,26/06/97,40.133333,13,선불,Play 300,이탈,SOP20
K416390,남,30,24/02/96,56.4,12,선불,Play 300,이탈,BS110
K416400,여,25,24/02/99,19.866667,14,선불,Play 300,이탈,BS110
K416410,여,21,21/12/97,34.2,13,선불,Play 300,이탈,S50
K416420,남,45,05/03/98,31.733333,12,선불,Play 300,이탈,BS110
K416430,남,15,11/03/99,19.366667,15,선불,Play 300,이탈,SOP20
K416440,남,44,23/05/96,53.433333,15,선불,Play 300,이탈,BS110
K416450,여,36,08/01/97,45.766667,15,선불,Play 300,이탈,BS110
K416460,남,15,24/07/97,39.2,14,선불,Play 300,이탈,SOP20
K416470,여,18,17/07/97,39.433333,13,선불,Play 300,이탈,SOP10
K416480,남,19,04/09/96,49.966667,14,선불,Play 300,이탈,BS110
K416490,남,17,15/03/96,55.733333,13,선불,Play 300,이탈,SOP10
K416500,남,19,13/01/99,21.266667,13,선불,Play 300,이탈,BS110
K416510,여,31,05/11/98,23.566667,13,선불,Play 300,이탈,BS110
K416520,남,13,17/10/96,48.533333,15,선불,Play 300,이탈,SOP10
K416530,남,17,19/08/99,14,14,선불,Play 300,이탈,SOP20
K416540,남,17,20/03/97,43.4,13,선불,Play 300,이탈,SOP10
K416550,남,26,12/01/96,57.833333,15,선불,Play 300,이탈,S50
K416560,여,22,22/05/96,53.466667,14,선불,Play 300,이탈,BS110
K416570,남,26,10/09/97,37.6,13,선불,Play 300,이탈,BS110
K416580,남,34,09/10/97,36.633333,13,선불,Play 300,이탈,SOP20
K416590,남,41,22/08/98,26.066667,15,선불,Play 300,이탈,BS110
K416600,여,50,08/07/98,27.566667,15,선불,Play 300,이탈,S50
K416610,남,17,25/07/98,27,13,선불,Play 300,이탈,BS110
K416620,남,21,09/09/96,49.8,12,선불,Play 300,이탈,SOP10
K416630,여,18,10/02/99,20.333333,13,선불,Play 300,유지,BS110
K416640,남,15,21/06/96,52.466667,14,선불,Play 300,이탈,S50
K416650,여,30,13/03/98,31.466667,12,선불,Play 300,이탈,SOP10
K416660,여,16,19/09/96,49.466667,13,선불,Play 300,이탈,BS110
K416670,남,37,02/03/99,19.666667,12,선불,Play 300,이탈,SOP20
K416680,남,20,18/10/96,48.5,13,선불,Play 300,이탈,SOP20
K416690,남,22,31/07/96,51.133333,12,선불,Play 300,이탈,SOP10
K416700,남,72,22/07/97,39.266667,12,선불,Play 300,이탈,SOP10
K416710,여,20,23/07/97,39.233333,14,선불,Play 300,이탈,BS110
K416720,남,15,20/10/99,11.933333,12,선불,Play 300,이탈,S50
K416730,남,13,14/03/97,43.6,15,선불,Play 300,이탈,SOP20
K416740,여,57,15/10/98,24.266667,13,선불,Play 300,이탈,SOP10
K416750,남,30,19/05/97,41.4,14,선불,Play 300,이탈,S50
K416760,남,31,14/01/99,21.233333,14,선불,Play 300,이탈,SOP20
K416770,여,26,09/11/98,23.433333,13,선불,Play 300,이탈,S50
K416780,여,26,02/09/98,25.7,13,선불,Play 300,이탈,BS110
K416790,남,28,07/03/98,31.666667,15,선불,Play 300,이탈,S50
K416800,여,21,08/09/96,49.833333,12,선불,Play 300,이탈,BS110
K416810,여,21,27/12/98,21.833333,12,선불,Play 300,이탈,SOP20
K416820,남,51,03/01/96,58.133333,12,선불,Play 300,유지,BS110
K416830,남,13,16/09/97,37.4,12,선불,Play 300,이탈,SOP20
K416840,남,36,14/04/97,42.566667,12,선불,Play 300,이탈,SOP20
K416850,남,33,14/12/98,22.266667,12,선불,Play 300,이탈,BS110
K416860,여,35,18/03/99,19.133333,15,선불,Play 300,이탈,BS110
K416870,남,44,21/10/96,48.4,12,선불,Play 300,이탈,BS110
K416880,남,53,19/12/97,34.266667,12,선불,Play 300,이탈,BS110
K416890,여,18,15/10/98,24.266667,15,선불,Play 300,이탈,S50
K416900,남,26,17/09/96,49.533333,12,선불,Play 300,이탈,BS110
K416910,여,32,10/04/96,54.866667,12,선불,Play 300,이탈,BS110
K416920,남,23,11/11/99,11.2,14,선불,Play 300,이탈,S50
K416930,남,41,05/05/96,54.033333,13,선불,Play 300,이탈,BS110
K416940,여,33,02/02/96,57.133333,12,선불,Play 300,이탈,S50
K416950,여,25,06/07/98,27.633333,14,선불,Play 300,이탈,BS110
K416960,여,32,27/02/96,56.3,15,선불,Play 300,이탈,SOP20
K416970,여,20,17/12/98,22.166667,15,선불,Play 300,이탈,S50
K416980,남,52,21/01/99,21,14,선불,Play 300,이탈,SOP20
K416990,여,46,20/05/96,53.533333,14,선불,Play 300,이탈,BS110
K417000,남,25,24/08/99,13.833333,14,선불,Play 300,이탈,BS110
K417010,남,21,24/09/97,37.133333,12,선불,Play 300,이탈,BS110
K417020,남,19,01/11/98,23.7,15,선불,Play 300,유지,SOP20
K417030,남,35,27/02/97,44.1,14,선불,Play 300,이탈,S50
K417040,남,21,11/04/96,54.833333,14,선불,Play 300,이탈,SOP10
K417050,남,33,01/02/97,44.966667,15,선불,Play 300,이탈,S50
K417060,여,24,12/10/98,24.366667,14,선불,Play 300,이탈,S50
K417070,여,58,04/07/97,39.866667,12,선불,Play 300,이탈,S50
K417080,남,43,12/09/96,49.7,13,선불,Play 300,이탈,SOP10
K417090,남,29,12/05/96,53.8,12,선불,Play 300,이탈,S50
K417100,여,34,13/10/96,48.666667,13,선불,Play 300,이탈,SOP20
K417110,여,46,28/03/97,43.133333,14,선불,Play 300,이탈,SOP20
K417120,여,39,07/12/98,22.5,13,선불,Play 300,이탈,BS110
K417130,남,28,09/06/96,52.866667,12,선불,Play 300,이탈,S50
K417140,남,29,23/08/99,13.866667,14,선불,Play 300,이탈,SOP10
K417150,남,54,16/12/96,46.533333,15,선불,Play 300,이탈,SOP20
K417160,여,21,01/05/96,54.166667,13,선불,Play 300,이탈,S50
K417170,남,13,10/09/99,13.266667,14,선불,Play 300,이탈,S50
K417180,여,35,09/10/98,24.466667,12,선불,Play 300,이탈,S50
K417190,여,53,24/09/98,24.966667,14,선불,Play 300,이탈,BS110
K417200,남,14,16/08/96,50.6,14,선불,Play 300,이탈,BS110
K417210,여,25,16/03/98,31.366667,14,선불,Play 300,이탈,SOP20
K417220,여,20,11/11/99,11.2,15,선불,Play 300,유지,SOP10
K417230,남,25,24/06/96,52.366667,12,선불,Play 300,이탈,BS110
K417240,남,30,06/10/98,24.566667,13,선불,Play 300,이탈,S50
K417250,남,12,03/10/99,12.5,14,선불,Play 300,이탈,BS110
K417260,여,18,07/01/98,33.633333,14,선불,Play 300,이탈,SOP20
K417270,남,48,17/08/99,14.066667,14,선불,Play 300,이탈,BS110
K417280,남,20,08/06/99,16.4,14,선불,Play 300,이탈,BS110
K417290,여,17,06/10/96,48.9,13,선불,Play 300,이탈,SOP20
K417300,여,18,28/03/97,43.133333,13,선불,Play 300,이탈,BS110
K417310,남,52,21/02/96,56.5,12,선불,Play 300,이탈,BS110
K417320,여,51,22/05/99,16.966667,13,선불,Play 300,이탈,S50
K417330,남,34,02/05/99,17.633333,12,선불,Play 300,이탈,SOP20
K417340,여,22,09/12/98,22.433333,12,선불,Play 300,이탈,SOP10
K417350,남,14,26/02/96,56.333333,13,선불,Play 300,이탈,SOP20
K417360,여,21,21/03/98,31.2,14,선불,Play 300,이탈,S50
K417370,여,15,07/06/97,40.766667,15,선불,Play 300,이탈,SOP10
K417380,여,34,17/07/99,15.1,12,선불,Play 300,이탈,SOP10
K417390,남,50,03/11/99,11.466667,13,선불,Play 300,이탈,S50
K417400,남,18,09/05/98,29.566667,12,선불,Play 300,이탈,S50
K417410,여,24,13/11/99,11.133333,15,선불,Play 300,이탈,SOP10
K417420,남,35,31/12/98,21.7,13,선불,Play 300,이탈,S50
K417430,남,57,09/10/98,24.466667,12,선불,Play 300,이탈,SOP20
K417440,남,38,18/02/96,56.6,12,선불,Play 300,이탈,SOP20
K417450,남,16,03/01/97,45.933333,13,선불,Play 300,이탈,SOP20
K417460,여,12,22/01/97,45.3,15,선불,Play 300,이탈,S50
K417470,여,29,07/08/96,50.9,12,선불,Play 300,이탈,SOP10
K417480,여,26,04/02/97,44.866667,14,선불,Play 300,이탈,SOP20
K417490,남,19,11/04/99,18.333333,15,선불,Play 300,이탈,BS110
K417500,남,32,15/09/97,37.433333,13,선불,Play 300,유지,SOP10
K417510,여,22,15/07/99,15.166667,14,선불,Play 300,이탈,BS110
K417520,여,25,12/07/99,15.266667,12,선불,Play 300,이탈,BS110
K417530,남,36,17/06/98,28.266667,15,선불,Play 300,이탈,SOP20
K417540,여,36,01/12/99,10.533333,15,선불,Play 300,이탈,S50
K417550,여,56,04/02/98,32.7,13,선불,Play 300,이탈,SOP20
